Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Inventory Movement Type,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
32154,"Godrej No.1 Saffron and Milk Cream Soap, 100g (Buy 4 Get 1 Free)",BDCHPCGNO00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Lavender and Milk Cream Soap, 100g (Pack of 4)",PCRPCRGNO00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Lavender and Milk Cream Soap, 100g (Pack of 4)",PCRPCRGNO00000010,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Lavender and Milk Cream Soap, 100g Buy 4 Get 1 Free",BTSBDCGNO00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Lavender and Milk Cream Soap, 100g (Buy 4 Get 1 Free)",BDCHPCGNO00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Jasmine,70gm (Pack of 4)",PCRPCRGNO00000004,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Jasmine,63gm (Pack of 4)",BTSBDCGNO00000021,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Lime & Aloe Vera, 70g (Pack of 4)",PCRPCRGNO00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Lime & Aloe Vera, 70g (Pack of 4) With Free Mr. Magic Hanwash refill pack",BTSBDCGNO00000002,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Lime & Aloe Vera, 63gm (Pack of 4)",BTSBDCGNO00000019,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Sandal & Turmeric, 70g (Pack of 4)",PCRPCRGNO00000002,31/03/21,V2VZ01SR001-0001,In,1,0,0,0
32154,"Godrej No.1 Sandal & Turmeric, 70g (Pack of 4) With Free Mr. Magic Hanwash refill pack",BTSBDCGNO00000003,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej No.1 Sandal & Turmeric, 63 g (Pack of 4)",BTSBDCGNO00000020,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Godrej Nupur Mehendi, 25gm",PCRPCRGNU00000002,31/03/21,V2VZ01SR001-0001,In,120,0,0,0
32154,"Godrej Nupur Mehendi, 50gm",PCRPCRGNU00000001,31/03/21,V2VZ01SR001-0001,In,0,2,0,0
32154,Good knight Advanced Fast Card,HOKHOKGGN00000001,31/03/21,V2VZ01SR001-0001,In,627,0,0,0
32154,"Amul Masti Buttermilk, 200 ml",BEVBEVKOL00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Amul Masti Buttermilk, 200 ml",JMTBNCAMU00000001,31/03/21,V2VZ01SR001-0001,In,73,1,0,0
32154,"Amul Kool Kesar, 200 ml",BEVBEVKOL00000001,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
