Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Inventory Movement Type,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
32154,Axe Signature Body perfume intense 122 Ml,FSPBDCAXE00000011,31/03/21,V2VZ01SR001-0001,In,44,0,0,0
32154,"Unibic Cookies - Orange Milk Cookies, 36g",BICPROUNI00000005,31/03/21,V2VZ01SR001-0001,In,2,0,0,0
32154,"Unibic Cookies - Butterly Cookies, 36g",BICPROUNI00000006,31/03/21,V2VZ01SR001-0001,In,66,0,0,0
32154,"Unibic Cookies -Daily Digestive Oatmeal cookies, 52.5g",BICPROUNI00000007,31/03/21,V2VZ01SR001-0001,In,6,0,0,0
32154,"Unibic Cookies - Honey Oatmeal cookies, 37.5g",BICPROUNI00000008,31/03/21,V2VZ01SR001-0001,In,480,0,0,0
32154,"Unibic Cookies - Choco Ripple Cookies, 60g",BICPROUNI00000009,31/03/21,V2VZ01SR001-0001,In,48,0,0,0
32154,"Unibic Cookies - Choco Hazelnut cookies, 60g",BICPROUNI00000010,31/03/21,V2VZ01SR001-0001,In,301,0,0,0
32154,"Unibic Cookies - Choco Nut Cookies, 37.5g",BICPROUNI00000011,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Unibic Cookies -Choco Chip cookies, 37.5g",BICPROUNI00000012,31/03/21,V2VZ01SR001-0001,In,168,0,0,0
32154,"Axe Signatre Corporate Body Perfume, 122 ml",PCRPCRAXE00000005,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Unibic Cookies -Fruit and Nut Cookies, 37.5g",BICPROUNI00000013,31/03/21,V2VZ01SR001-0001,In,486,0,0,0
32154,"Unibic Cookies - Cashew Badam Cookies, 60g",BICPROUNI00000014,31/03/21,V2VZ01SR001-0001,In,131,0,0,0
32154,"Unibic Cookies - Butter Cookies, 37.5g",BICPROUNI00000015,31/03/21,V2VZ01SR001-0001,In,0,0,0,0
32154,"Unibic Cookies -Milk Cookies, 60g",BICPROUNI00000016,31/03/21,V2VZ01SR001-0001,In,588,0,0,0
