product_gf_code,product_name,product_sku,Available,Damaged,Expired,MRP
GF0123456_15013,Orika Italian Seasoning 42 gm,SCSSNGORK00000005,0,0,0,99.00
GF0123456_1502,Maggi Pazzta Mushroom,PROPROMAG00000004,0,0,0,25.00
GF0123456_1504,"Lijjat Jeera Papad, 200 gm",PROPROLJT00000001,0,0,0,58.00
GF0123456_1505,"Lijjat Udad Papad, 200 gm",PROPROLJT00000002,0,0,0,50.00
GF0123456_1506,"Lijjat Appalam Papad, 200 gm",PROPROLJT00000003,0,0,0,56.00
GF0123456_1507,"Cremica Ketchup, 950 gm (Buy 1 Get 1 Free)",PROPROCRM00000001,0,0,0,127.00
GF0123456_1508,"Paras Ghee Tetra , 1 ltr",SNGSNGPAS00000001,2,8,0,500.00
GF0123456_1509,"Paras Ghee Tetra, 500 ml",SNGSNGPAS00000002,284,2,0,251.00
GF0123456_151,"Lux Soft Touch Soap, 100gm",PCRPCRLUX00000009,0,0,0,28.00
GF0123456_1510,"Paras Ghee Jar, 200 ml",SNGSNGPAS00000003,0,0,0,118.00
GF0123456_1512,"Babaji Mustard Oil, 500 mL",SNGSNGBAB00000001,0,0,0,70.00
GF0123456_1512_1,Babaji Mustard Oil 500 Ml,SNGSNGBAB00000006,744,0,0,75.00
GF0123456_1513,"Babaji Mustard Oil, 1 litre",SNGSNGBAB00000002,0,0,0,120.00
GF0123456_1513_1,Babaji Mustard Oil 1 Ltr,SNGSNGBAB00000007,1,0,0,140.00
GF0123456_1514,"Babaji Mustard Oil, 2 Litre",SNGSNGBAB00000003,0,0,0,240.00
GF0123456_1514_1,Babaji Mustard Oil 2 Ltr,SNGSNGBAB00000008,0,1,0,280.00
GF0123456_1515,"Babaji Mustard Oil, 5 Litre",SNGSNGBAB00000004,0,0,0,600.00
GF0123456_1515_1,Babaji Mustard Oil 5 Ltr,SNGSNGBAB00000009,0,0,0,675.00
GF0123456_1515_2,"Babaji Mustard Oil, 5 Ltr",OGCSNGBAB00000004,0,0,0,700.00
GF0123456_1516,"Babaji Mustard Oil, 15 Kg Tin",SNGSNGBAB00000005,0,0,0,1650.00
GF0123456_1516_1,"Babaji Mustard Oil, 15 Kg Tin",OGCSNGBAB00000002,0,0,0,1750.00
GF0123456_1516_2,"Babaji Mustard Oil, 15 Kg Tin",OGCSNGBAB00000003,0,0,0,1850.00
GF0123456_1517,"Bambino Vermicelli Roasted, 875 gm Pouch",PROPROBAM00000001,0,0,0,93.00
GF0123456_1517_1,"Bambino Vermicelli Roasted, 875 gm Pouch",NDPPROBAM00000007,0,0,0,99.00
GF0123456_1518,"Bambino Macaroni Elbows, 450 gm Pouch",PROPROBAM00000002,0,0,0,46.00
GF0123456_1518_1,"Bambino Macaroni Elbows, 450 gm Pouch",NDPPROBAM00000004,0,0,0,49.00
GF0123456_1519,"Bambino Roasted Vermicelli, 425 gm Pouch",PROPROBAM00000003,0,0,0,52.00
GF0123456_1519_1,"Bambino Roasted Vermicelli, 400 gm Pouch",NDPPROBAM00000003,0,0,0,55.00
GF0123456_1520,"LACTOGEN Stage 2 Follow-up Infant Formula  Box, 400 gm",PROPROLAC00000001,0,0,0,310.00
GF0123456_1521,"Dairy Milk Cadbury Chocolairs, Jar 3.586 kg",BNCBNCCDM00000004,0,0,0,896.00
GF0123456_1522,"Kurkure Multigrain Curry & Herb Flabuer, 85 gm",PROPROKUR00000001,0,0,0,10.00
GF0123456_15225,"Nutrela Soya  Chunks, 1kg",PLBSNGNUT00000007,0,0,0,150.00
GF0123456_15227,"MDH kasuri Methi, 50 gm",SCSSNGMDH00000044,0,0,0,
GF0123456_1523,"Lays Wavez Tangy Chilli twist, 15 gm",PROPROLAY00000001,0,0,0,10.00
GF0123456_1524,"Fortune Everyday Rozana Rice, 1 Kg",SNGSNGFOR00000003,0,0,0,130.00
GF0123456_15248,OldSpice Pocket Nomd,FSPBDCPNG00000001,0,0,0,75.00
GF0123456_1525,"Fortune Everyday Rozana Rice, 5kg",SNGSNGFOR00000004,96,0,0,585.00
GF0123456_15254,"Tata I Shakti, 1kg",SSJSNGTAT00000001,0,0,0,17.00
GF0123456_1526,Fortune Ref Sunflower Oil.1 ltr Pouch,SNGSNGFOR00000005,0,0,0,133.00
GF0123456_15266,"Parle Marie Light, 90 gm",BICPROPAR00000044,0,0,0,10.00
GF0123456_15267,"Maggi Pichkoo Hot & Sweet Tomato Chilli Sauce, 90gm",SASPROMAG00000006,0,0,0,20.00
GF0123456_15268,Maggi Tomato Ketchup Hot & Sweet 500 gm,SASPROMAG00000007,0,0,0,110.00
GF0123456_15269,Maggi Tomato Ketchup Hot & Sweet 1 kg,SASPROMAG00000008,18,0,0,160.00
GF0123456_1527,"Bajaj Nomarks Ayurveda Antimarks Face Wash Oily Skin, 50 gm",HPCHPCNOM00000001,29,0,0,65.00
GF0123456_1528,"Bajaj Nomarks Ayurveda Antimarks Face Wash Dry Skin, 50 gm (Blue)",HPCHPCNOM00000002,70,0,0,65.00
GF0123456_1529,"Real Juice - Cranberry, 1 ltr (Mrp 105)",BNCBNCREL00000001,0,0,0,105.00
GF0123456_15292,"Tide White Bar, 1 KG",DTBDGTTID00000002,0,0,0,78.00
GF0123456_15293,Kissan Mango Jam 188 Gm,SASPROKIS00000026,59,0,0,75.00
GF0123456_153,"Shree Nath Bhog Dubar Rice, 25Kg Bag",GRSGRSSNB00000001,0,0,0,850.00
GF0123456_1530,Kurkure Solid Massti Masala (Mrp 10),CNPPROKUR00000001,0,0,0,10.00
GF0123456_1531,"Axe Signature Body Perfume Intense, 122 ml + 17 ml TKCT",HPCHPCAXE00000003,0,0,0,190.00
GF0123456_1532,"Surf XL BAR FW, 400 gm",HPCHPCSRF00000001,265,0,0,50.00
GF0123456_1533,"Lux Soft Touch, 56 gm (save 25%)",HPCHPCLUX00000004,0,0,0,10.00
GF0123456_1534,"Lux Soft Touch Soap, 100 GM",HPCHPCLUX00000005,0,0,0,20.00
GF0123456_1536,Lays Joyful Magic Masala (mrp 10),CNPPRONEM00000002,4,0,0,10.00
GF0123456_1537,"Kidys Ovenfresh Jeera Cookies, 400 gm",PROPROKID00000001,0,0,0,80.00
GF0123456_1538,"Kidys Ovenfresh Dry Fruits Cookies, 400 gm",PROPROKID00000002,0,0,0,105.00
GF0123456_1539,"Kidys Ovenfresh Ajwain Cookies, 400 gm",PROPROKID00000003,0,0,0,80.00
GF0123456_1540,"Kidys Ovenfresh Kaju Cookies, 400 gm",PROPROKID00000004,0,0,0,105.00
GF0123456_1541,"Haldiram Bikaneri Bhujia, 200 gm",PROPROHAL00000001,0,0,0,44.00
GF0123456_1542,"Fanta Juicy Orange Fruit Drink, 600 ml",BNCBNCFAN00000001,0,0,0,40.00
GF0123456_1542_1,"Fanta Juicy Orange Fruit Drink, 600 ml (Pack of 6)",JMTBNCFAN00000001,0,0,0,40.00
GF0123456_1543,"Minute Maid Apple Sparkle, 600 ml",BNCBNCMIN00000001,0,0,0,40.00
GF0123456_1543_1,"Minute Maid Apple Sparkle, 600 ml (Pack of 6)",JMTBNCMIN00000001,0,0,0,40.00
GF0123456_1544,"PANSARI GIFT PACK, 2 Kg",SNGSNGPAN00000032,0,0,0,370.00
GF0123456_1545,"PANSARI GIFT PACK, 3.5 kg",SNGSNGPAN00000033,0,0,0,675.00
GF0123456_1546,"PANSARI GIFT PACK, 4 kg",SNGSNGPAN00000034,0,0,0,
GF0123456_1547,"PANSARI GIFT PACK, 7 kg",SNGSNGPAN00000035,0,0,0,1400.00
GF0123456_1548,"PAN Sooji, 500 gm",SNGSNGPBS00000001,0,3,0,33.00
GF0123456_1548_1,"PAN Sooji, 500 gm",ALFSNGPBS00000002,0,3,0,40.00
GF0123456_1549,"PAN Maida, 500 gm",SNGSNGPBS00000002,0,4,0,33.00
GF0123456_1549_1,"PAN Maida, 500 gm",ALFSNGPBS00000001,0,4,0,40.00
GF0123456_155,"Shree Nath Bhog Super Mogra Rice, 25Kg Bag",GRSGRSSNB00000003,0,0,0,
GF0123456_1550,"PAN Daliya, 500 gm",SNGSNGPBS00000003,0,1,0,33.00
GF0123456_1550_1,"PAN Dalia, 500 gm",ALFSNGPBS00000003,0,0,0,40.00
GF0123456_1551,"PAN Poha, 500 gm",SNGSNGPBS00000004,432,0,0,70.00
GF0123456_1554,"PAN Besan, 10 kg",SNGSNGPBS00000007,0,0,0,875.00
GF0123456_1557,"PAN Moong Dhowa, 888",SNGSNGPBS00000010,0,0,0,3240.00
GF0123456_1558,"YD Chulbule Teekha Tadka, 27 gm",CNPPROYLD00000001,0,0,0,5.00
GF0123456_1559,"YD Chulbule Tangy Tomato, 27 gm",CNPPROYLD00000002,0,0,0,5.00
GF0123456_156,"Shree Nath Bhog Super Dubar Rice, 25Kg Bag",GRSGRSSNB00000004,0,0,0,950.00
GF0123456_1560,"YD Chulbule Teekha Tadka, 56 gm",CNPPROYLD00000003,0,0,0,10.00
GF0123456_1561,"YD Chulbule Tangy Tomato, 56 gm",CNPPROYLD00000004,0,0,0,10.00
GF0123456_1562,"YD Chulbule Teekha Tadka, 92 gm",CNPPROYLD00000005,5,0,0,20.00
GF0123456_1562_1,"YD Chulbule Teekha Tadka,92 gm",CNPPROYLD00000024,0,0,0,25.00
GF0123456_1563,"YD Chulbule Tangy Tomato, 100 gm",CNPPROYLD00000006,0,0,0,20.00
GF0123456_1564,"YD Namkeen Ratlami Sev, 25 gm",NKMPROYLD00000001,0,0,0,5.00
GF0123456_1565,"YD Namkeen Moong Mogar, 18 gm",NKMPROYLD00000002,0,0,0,5.00
GF0123456_1566,"YD Nmakeen Aloo Bhujia, 20 gm",NKMPROYLD00000003,0,0,0,5.00
GF0123456_1567,"YD Namkeen Tasty, 20 gm",NKMPROYLD00000004,0,0,0,5.00
GF0123456_1568,"YD Namkeen Bhujia Sev, 20 gm",NKMPROYLD00000005,0,0,0,5.00
GF0123456_1569,"YD Namkeen Mixture, 25 gm",NKMPROYLD00000006,0,0,0,5.00
GF0123456_157,"All Out Combi - Ultra Power Slider Machine + Refill, 45 ml",HOKHOKALL00000003,0,0,0,85.00
GF0123456_1570,"YD Namkeen All in One, 20 gm",NKMPROYLD00000007,0,0,0,5.00
GF0123456_1571,"YD Namkeen Punjabi Tadka, 25 gm",NKMPROYLD00000008,0,0,0,5.00
GF0123456_157_1,All Out Ultra Combi Pack ( 1 Machine + 1 Refill 45 N),IPCHNKALL00000001,0,0,0,89.00
GF0123456_1572,"YD Potato Chips Plain Salted, 15 gm",CNPPROYLD00000007,2,3,0,5.00
GF0123456_1573,"YD Potato Chips Tomchi, 15 gm",CNPPROYLD00000008,0,0,0,5.00
GF0123456_1574,"YD Potato Chips Cream-n-Onion, 15 gm",CNPPROYLD00000009,193,0,0,5.00
GF0123456_15740,"Lux Jasmine Bloom Soap, 100 gm",BTSBDCLUX00000030,252,0,0,22.00
GF0123456_15741,Lux Jasmine Bloom Soap 150 gm (Pack  of 3),BTSBDCLUX00000031,0,0,0,114.00
GF0123456_15742,"Lux Jasmine Bloom  Soap, 100 gm (Buy 4 Get 1 Free)",BTSBDCLUX00000032,0,0,0,95.00
GF0123456_1575,"YD Potato Chips Magic Masala, 15 gm",CNPPROYLD00000010,476,0,0,5.00
GF0123456_1576,"YD Potato Chips Spicy Treat, 13 gm + 2.6 gm extra",CNPPROYLD00000011,686,0,0,5.00
GF0123456_1577,"YD Potato Chips Plain Salted, 35 gm",CNPPROYLD00000012,0,0,0,10.00
GF0123456_1578,"YD Potato Chips Tomchi, 35 gm",CNPPROYLD00000013,0,0,0,10.00
GF0123456_1579,"YD Potato Chips Cream-n-Onion, 34 gm",CNPPROYLD00000014,5,0,0,10.00
GF0123456_15790,Colgate Zig Zag Anti-Bacterial 6 pc hanger Medium 6+1,THBDCRCOL00000037,228,0,0,30.00
GF0123456_15791,Colgate Zig Zag Anti-Bacterial 6 pc hanger Soft 6+1,THBDCRCOL00000038,240,0,0,30.00
GF0123456_158,All Out Combi - 2 Refill + Heater,HOKHOKALL00000002,0,0,0,150.00
GF0123456_1580,"YD Potato Chips Magic Masala, 35 gm",CNPPROYLD00000015,1,1,0,10.00
GF0123456_1581,"YD Potato Chips Plain Salted, 55 gm",CNPPROYLD00000016,3,0,0,20.00
GF0123456_1582,"YD Potato Chips Tomchi, 65 gm",CNPPROYLD00000017,2,12,0,20.00
GF0123456_15825,Tropicanan Mix Fruit Juice 500 ml,BNCBNCTRO00000002,452,0,0,40.00
GF0123456_15826,Tropicana Guava Juice 500 ml,BNCBNCTRO00000003,7,0,0,40.00
GF0123456_15827,Tropicana Litchi Juice 500 ml,BNCBNCTRO00000004,91,0,0,40.00
GF0123456_15828,Tropicana Pomegranate Juice 500 ml,BNCBNCTRO00000005,5,0,0,40.00
GF0123456_15829,Sting Can 250 ml,BNCBNCSTG00000001,0,0,0,35.00
GF0123456_1583,"YD Potato Chips Cream-n-Onion, 55 gm",CNPPROYLD00000018,0,0,0,20.00
GF0123456_1584,"YD Potato Chips Magic Masala, 55 gm",CNPPROYLD00000019,1,0,0,20.00
GF0123456_1585,"YD Puff Pudina, 30 gm",CNPPROYLD00000020,0,0,0,5.00
GF0123456_1586,"YD Puff Tomato, 28 gm",CNPPROYLD00000021,0,0,0,5.00
GF0123456_1587,"YD Ring Tomato, 15 gm with Toys",CNPPROYLD00000022,0,0,0,5.00
GF0123456_1588,"YD Ring Masala, 15 gm with Toys",CNPPROYLD00000023,0,0,0,5.00
GF0123456_1589,"YD Namkeen Scoops Pellet Tomato, 22 gm",NKMPROYLD00000009,0,0,0,5.00
GF0123456_159,All Out Refill - Ultra 45ml,HOKHOKALL00000007,0,0,0,72.00
GF0123456_1590,"YD Namkeen Scoops Pellet Chatpata Masala, 22 gm",NKMPROYLD00000010,0,0,0,5.00
GF0123456_1591,"YD Namkeen Wheel Pellet Chatpata Masala, 25 gm",NKMPROYLD00000011,0,0,0,5.00
GF0123456_1592,"YD Namkeen Wheel Pellet Tomato Ketchup, 25 gm",NKMPROYLD00000012,0,0,0,5.00
GF0123456_1593,"Dabur Chyawanprash, 500gm",PKPPKPCHW00000001,0,0,0,170.00
GF0123456_1593_1,"Dabur Chyawanprash, 500gm",PKPPROCHW00000003,0,0,0,180.00
GF0123456_1594,"Kabuli Chana , 30 kg",SNGSNGPBS00000013,0,0,0,5000.00
GF0123456_15944,"Arhar Dal Sawa No, 30 Kg",PLBSNGLDA00000016,54,0,0,3500.00
GF0123456_15945,"Arhar Dal (Fatka), 30 Kg",PLBSNGLDA00000017,23,0,0,3800.00
GF0123456_15946,"Chana Dal Dry, 30 Kg",PLBSNGLDA00000018,41,0,0,2500.00
GF0123456_15947,"Kala Chana Filter, 30 Kg",PLBSNGLDA00000019,50,0,0,2400.00
GF0123456_15948,"Kabuli (Single Dollar ),30 kg",PLBSNGLDA00000020,0,0,0,2550.00
GF0123456_15949,"Kabuli (Double Dollar), 30 Kg",PLBSNGLDA00000021,13,0,0,3200.00
GF0123456_1595,"Gainda Phenyle, 450 ml",LBCLQCGPH00000001,2,0,0,53.00
GF0123456_15950,"Moong Dhuli Kori,30 kg",PLBSNGLDA00000022,27,0,0,3700.00
GF0123456_15951,"Moong Chilka, 30 kg",PLBSNGLDA00000023,16,0,0,3400.00
GF0123456_15952,"Moong Sabut, 30 Kg",PLBSNGLDA00000024,25,0,0,3500.00
GF0123456_15953,"Urad Sabut, 30 Kg",PLBSNGLDA00000025,22,0,0,4800.00
GF0123456_15954,"Urad Dhuli Medium, 30 Kg",PLBSNGLDA00000026,24,0,0,4500.00
GF0123456_15955,"Urad Chilka, 30 Kg",PLBSNGLDA00000027,25,0,0,4500.00
GF0123456_15956,"Malka Masoor Kori, 30 Kg",PLBSNGLDA00000028,28,0,0,2350.00
GF0123456_15957,"Masoor Dal, 30 Kg",PLBSNGLDA00000029,10,0,0,2300.00
GF0123456_15958,"Masoor Sabut, 30 Kg",PLBSNGLDA00000030,8,0,0,2400.00
GF0123456_15959,"Rajma Chitra China, 30 Kg",PLBSNGLDA00000031,13,0,0,3800.00
GF0123456_1596,"Gainda Phenyle, 1 ltr",LBCLQCGPH00000002,1,0,0,95.00
GF0123456_15960,"Arhar Dal Lemon, 30 Kg",PLBSNGLDA00000032,39,0,0,3600.00
GF0123456_15961,"Chana Dal Choti, 30 Kg",PLBSNGLDA00000033,29,0,0,2400.00
GF0123456_15962,"Malka Maoor Powder Polish, 30 Kg",PLBSNGLDA00000034,30,0,0,2350.00
GF0123456_15963,White Peas / Safed Matar,PLBSNGLDA00000035,15,0,0,
GF0123456_15968,ECO ARHAR DAL 1 KG,PLBSNGLOC00000035,252,0,0,140.00
GF0123456_1597,"Gainda Phenyle, 5 ltr",LBCLQCGPH00000003,0,0,0,350.00
GF0123456_15970,ECO CHANA DAL 1 KG,PLBSNGLOC00000037,205,0,0,90.00
GF0123456_15972,ECO CHANA KALA 1 KG,PLBSNGLOC00000039,208,0,0,90.00
GF0123456_15976,ECO KABULI $$ 500 GM,PLBSNGLOC00000043,299,0,0,61.00
GF0123456_15978,ECO MASOOR MALKA 1 KG,PLBSNGLOC00000045,200,0,0,120.00
GF0123456_1598,"Gainda white Disinfectant, 1 ltr",LBCLQCGPH00000004,0,4,0,50.00
GF0123456_15981,ECO MOONG CHILKA 500 GM,PLBSNGLOC00000048,300,0,0,71.00
GF0123456_15982,ECO MOONG DHULI 1 KG,PLBSNGLOC00000049,207,0,0,150.00
GF0123456_15985,ECO RAJMA CHITRA 1 KG,PLBSNGLOC00000052,207,0,0,150.00
GF0123456_15989,ECO URAD SABUT 1 KG,PLBSNGLOC00000056,210,0,0,140.00
GF0123456_1599,"Gainda white Disinfectant, 5 ltr",LBCLQCGPH00000005,0,0,0,220.00
GF0123456_15991,ECO WHITE PEAS 500 GM,PLBSNGLOC00000058,300,0,0,71.00
GF0123456_16,"Oreo, 100gm",BSCBSCORE00000003,0,0,0,29.00
GF0123456_160,All Out Refill - Power+ Fan,HOKHOKALL00000006,0,0,0,75.00
GF0123456_1600,"Gainda Napthalene Balls, 100 gm",LBCLQCGPH00000006,0,0,0,32.00
GF0123456_1600_1,"Gainda Napthalene Balls, 100 gm",LBCLQCGPH00000012,150,0,0,35.00
GF0123456_1601,"Gainda Napthalene Balls, 200 gm",LBCLQCGPH00000007,0,0,0,58.00
GF0123456_1601_1,"Gainda Napthalene Balls, 200 gm",LBCLQCGPH00000013,144,0,0,64.00
GF0123456_1602,"Gainda G-Kleen, 500 ml",LBCLQCGPH00000008,0,0,0,69.00
GF0123456_1602_1,"Gainda G-Kleen, 500 ml",LBCLQCGPH00000011,73,1,0,85.00
GF0123456_1603,"Gainda Shine-X, 250 ml",LBCLQCGPH00000009,0,0,0,42.00
GF0123456_1604,"Gainda Shine-X, 500 ml",LBCLQCGPH00000010,0,1,0,90.00
GF0123456_1606,"JohnsonS Baby Soap, 150 gm (Pack of 3)",BSOBGMJJJ00000002,0,0,0,255.00
GF0123456_1606_1,"JohnsonS Baby Soap, 150 gm (Buy 3 Get 1 Free)",BSOBGMJNJ00000004,17,0,0,255.00
GF0123456_1607,"Kurkure  Chilli Chatka, Mrp 10",CNPPROKUR00000002,0,0,0,10.00
GF0123456_1608,"Uncle Chips Chinese Chilli, Mrp 10",CNPPROULC00000001,0,0,0,10.00
GF0123456_161,All Out Refill - Floral,HOKHOKALL00000005,0,0,0,72.00
GF0123456_1611,"Chukde Ajwain, 100 gm",SCSSNGCKD00000001,0,0,0,45.00
GF0123456_1611_1,"Chukde Ajwain, 100 gm",SCSSNGCKD00000058,134,0,0,55.00
GF0123456_1612,"Chukde Dhaniya Whole, 100 gm",SCSSNGCKD00000002,94,0,0,35.00
GF0123456_1613,"Chukde Jeera Sabut, 200 gm",SCSSNGCKD00000003,111,0,0,80.00
GF0123456_1614,"Chukde Jeera Sabut, 100 gm",SCSSNGCKD00000004,151,0,0,40.00
GF0123456_1615,"Chukde Kaali Sarso, 100 gm",SCSSNGCKD00000005,44,0,0,20.00
GF0123456_1616,"Chukde Chilli whole Stemless, 100 gm",SCSSNGCKD00000006,0,0,0,50.00
GF0123456_1616_1,"Chukde Chilli whole Stemless, 100 gm",SCSSNGCKD00000055,103,0,0,60.00
GF0123456_1617,"Chukde Methi Dana, 100 gm",SCSSNGCKD00000007,18,0,0,20.00
GF0123456_1617_1,"Chukde Methi Dana, 100 gm",SCSSNGCKD00000064,150,0,0,
GF0123456_1618,"Chukde Phool Makhana, 100 gm",SCSSNGCKD00000008,55,0,0,165.00
GF0123456_1619,"Chukde Moti Saunf, 100 gm",SCSSNGCKD00000009,150,0,0,45.00
GF0123456_162,All Out  Insect refill Power Natural,HOKHOKALL00000001,0,0,0,85.00
GF0123456_1620,"Chukde Super garam Masala whole, 100 gm",SCSSNGCKD00000010,1,0,0,150.00
GF0123456_1621,"Chukde Coconut Powder, 100 gm",SCSSNGCKD00000011,1,0,0,55.00
GF0123456_1622,"Chukde Mishri Dana, 100 gm",SCSSNGCKD00000012,43,0,0,30.00
