Parent Name ,Brand,Category,HSN,GST,Cess,Surcharge,Brand Case Size,Inner Case Size
Bikano Kaju Mixture 25Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Bikano Khatta Meetha 40Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Bikano Moong Dal 35Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Bikano Navratan Mixture 200Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Bikano Navratan Mixture 40Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Bikano Peanuts 35Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Bikano Shahi Mixture 25Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Bikano Shahi Mixture 75Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Bikano Spicy Coated Peanuts 40Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Boondi 1Kg,Local brand,processed_food,21069099,12%,0%,0,1,1
Haldiram Boondi (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,250,10
Brooke Bond Cardamom Tea Premix 1Kg,HUL,beverage_and_confectionary,9024040,5%,0%,0,1,1
Brooke Bond Kashmiri Spice Tea 100Gm,HUL,beverage_and_confectionary,9024040,5%,0%,0,1,1
Brooke Bond Taj Mahal Mumbai Spice Tea 100Gm,HUL,beverage_and_confectionary,9024040,5%,0%,0,1,1
Brooke Bond Taj Mahal Spice Tea Jaipuri 100Gm,HUL,beverage_and_confectionary,9024040,5%,0%,0,1,1
Haldiram Fatafat Bhel (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,250,10
Haldiram Daal Biji (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,250,10
Haldiram Murakko (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,150,10
GOPAL GEE THANDAI 100GM,Local brand,beverage_and_confectionary,4039090,5%,0%,0,1,1
Haldiram Yellow Banana Chips (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,150,10
NESTLE EVERYDAY DAIRY WHITENER 200GM,Nestle,breakfast_dairy,402,5%,0%,0,1,1
SUGAR FREE GOLD 300 PALLETS,Sugar Free,staple_and_grocery,2106,12%,0%,0,1,1
SUNDROP PEANUT BUTTER CREAMY 2.5KG,Sundrop,processed_food,20081100,12%,0%,0,1,1
SUNDROP PEANUT BUTTER CREAMY 924GM,Sundrop,processed_food,20081100,12%,0%,0,1,1
SUNDROP PEANUT BUTTER CRUNCHY 2.5KG,Sundrop,processed_food,20081100,12%,0%,0,1,1
TOPS CORN FLAKES 500GM,TOPS,processed_food,11081200,12%,0%,0,1,1
VEEBA SCHEZWAN SAUCE 320GM,Veeba,processed_food,21039030,12%,0%,0,1,1
VEEBA TANDOORI MAYONNAISE 250GM,Veeba,processed_food,21039030,12%,0%,0,1,1
Haldiram Mini Bhakhar Badi (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,250,10
Dabur Glucoplus C Lemon 400 Gm,Dabur,beverage_and_confectionary,30049099,18%,0%,0,1,1
Haldiram Soya Chips (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,150,10
Golden Crown Vanilla Custard Powder 100 Gm ,Local brand,processed_food,21069099,18%,0%,0,1,1
Haldirams Minute Khana Shahi Paneer 300 Gm,Haldiram,processed_food,21069099,18%,0%,0,1,1
Hully Gully Golden Pack Corn Puffs Classic Salted 130 Gm,Local brand,processed_food,21069099,18%,0%,0,1,1
Hully Gully Golden Pack Corn Puffs Magic Masala 130 Gm,Local brand,processed_food,21069099,18%,0%,0,1,1
Hully Gully Golden Pack Corn Puffs Tangy Cocktail 130 Gm,Local brand,processed_food,21069099,18%,0%,0,1,1
Hully Gully Golden Pack Corn Puffs Tangy Pudina 130 Gm,Local brand,processed_food,21069099,18%,0%,0,1,1
Haldiram Soya Stix (Mrp 10),Haldiram,processed_food,21069099,12%,0%,0,150,10
Itc B Naturaal Litichi Juice Drink 1 Ltr ,ITC,beverage_and_confectionary,22029020,12%,0%,0,1,1
Kelloggs Muesli Nuts Delight 750 Gm ,Kelloggs,breakfast_dairy,19041010,18%,0%,0,1,1
Kelloggs Original Corn Flakes 70 Gm,Kelloggs,breakfast_dairy,19041010,18%,0%,0,1,1
Lotte Choco Pie 168 Gm ,Lotte Choco,beverage_and_confectionary,19059010,0%,0%,0,1,1
Haldiram Makhana (Mrp 20),Haldiram,processed_food,21069099,12%,0%,0,150,10
Mazza Original Drink 250 Ml ,Cocacola,beverage_and_confectionary,22021010,12%,0%,0,1,1
Mirinda Orange Flavour Drink 750 Ml ,Pepsico,beverage_and_confectionary,22029020,12%,0%,0,1,1
Monster Energy Drink 350 Ml ,Local brand,beverage_and_confectionary,21069011,18%,0%,0,1,1
Mtr Dosa Mix 1Kg,MTR,processed_food,21069011,18%,0%,0,1,1
Mtr Rava Ldli 500 Gm,MTR,beverage_and_confectionary,1704,12%,0%,0,1,1
"Celebration Pack, 66.6 gm",Mondelez,beverage_and_confectionary,19019090,18%,0%,0,96,8
Mtr Vegetable Pulao 250 Gm ,MTR,processed_food,21069011,18%,0%,0,1,1
Navrang Soya Sauce 200 Gm ,Local brand,processed_food,2103,12%,0%,0,1,1
Nb Methi Ki Chutni 200Gm,Local brand,processed_food,2103,12%,0%,0,1,1
Ocean Fruit Juce Drink 500 Ml ,Local brand,beverage_and_confectionary,21069011,18%,0%,0,1,1
"Celebration Pack, 126.4 gm",Mondelez,beverage_and_confectionary,19019090,18%,0%,0,40,5
Oreo Choco Cream Biscuit (Mrp 30),Mondelez,processed_food,19053100,18%,0%,0,1,1
Ponds Pimple Clear Targets Face Wash 100 Gm ,HUL,health_and_personal_care,33049910,18%,0%,0,1,1
Ponds White Beauty Sport Less Fairness Cream 23 Gm,HUL,health_and_personal_care,33049910,18%,0%,0,1,1
Quaker Oats Plain 400 Gm,Pepsico,processed_food,1004,5%,0%,0,1,1
Rakesh Chunkey Choco Flakes 100G M ,Rakesh Masale,processed_food,19059040,5%,0%,0,1,1
"Celebration Pack, 175 gm",Mondelez,beverage_and_confectionary,19019090,18%,0%,0,30,5
Rasna Insta Energ Nimbupani Lemon 500 Gm ,Local brand,beverage_and_confectionary,21069011,18%,0%,0,1,1
Real Coconut Water 200 Ml ,Dabur,beverage_and_confectionary,2202,12%,0%,0,1,1
Sprite Pet Bottle 1.25 Ltr,Cocacola,beverage_and_confectionary,22021010,12%,0%,0,1,1
Tasty Navratan Mix Chak Chak Chabao 1 Kg ,Local brand,processed_food,21069099,18%,0%,0,1,1
PRIYAGOLD cHOCOCHIP COOKIE (BUY1 GET 1 FREE),Priyagold,processed_food,19053100,18%,0%,0,40,10
Veeba Peanut Butter Crunchy 340 Gm ,Veeba,processed_food,21039030,12%,0%,0,1,1
Winkies Mini Swiss Roll Strowbery 30 Gm ,Winkies,processed_food,19053100,18%,0%,0,1,1
Yakult Prohibited Drink 325 Ml,Yakult,beverage_and_confectionary,21069060,12%,0%,0,1,1
Britannia Marie Gold Biscuits 83Gm,Britannia,processed_food,19053100,18%,0%,0,1,1
Britannia Gobbles Fruity Fun 90Gm,Britannia,processed_food,19053100,18%,0%,0,1,1
Parle G Biscuits 65Gm,Parle,processed_food,19053100,18%,0%,0,1,1
Britannia Good Day Butter,Britannia,processed_food,19053100,18%,0%,0,60,1
Britannia Bour Bon Biscuits 125Gm,Britannia,processed_food,19053100,18%,0%,0,1,1
Nestle Maggi Masala Cuppa Noodles 70 Gm,Nestle,processed_food,19023010,12%,0%,0,1,1
Kellogg'S Museli Fruit And Nut  500 Gm,Kelloggs,breakfast_dairy,19041010,18%,0%,0,1,1
Ching'S Secret Veg Hakka Noodles 150 Gm,Chings,processed_food,19053100,18%,0%,0,1,1
Sagar Nuts Cookies 400 Gm,Local brand,processed_food,19059020,18%,0%,0,1,1
Lal Kaju Katli 250 Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Shyam Varth Special Petha 400 Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Mexikana Tortilla Wrap 330 Gm,Local brand,processed_food,21069099,18%,0%,0,1,1
Haldiram Rajma Chawal 105Gm,Haldiram,processed_food,21069099,18%,0%,0,1,1
Amul Lassi 250Ml,Amul,breakfast_dairy,401,0%,0%,0,1,1
Haldiram Kachori 200Gm,Haldiram,processed_food,21069099,18%,0%,0,1,1
Paper Boat Lush Lychee 150Ml,Paperboat,beverage_and_confectionary,22029020,12%,0%,0,1,1
Paper Boat Slurpy Mango 150Ml,Paperboat,beverage_and_confectionary,22029020,12%,0%,0,1,1
Paper Boat Pulpy Orange 150Ml,Paperboat,beverage_and_confectionary,22029020,12%,0%,0,1,1
Parle Londonderry Milk Candy 217.8Gm,Parle,beverage_and_confectionary,19059020,18%,0%,0,1,1
Bikano Boondi 40Gm,BIKANO,processed_food,2106,12%,0%,0,1,1
Britannia Marie,Britannia,processed_food,19053100,18%,0%,0,60,20
Haldiram Bhujiya 90Gm,Haldiram,processed_food,21069099,18%,0%,0,1,1
Haldiram Navrattan 220Gm,Haldiram,processed_food,21069099,18%,0%,0,1,1
Shahi Namkeen Hot Mix Lemon Jeera 500Gm,Local brand,processed_food,2008,12%,0%,0,1,1
Haldiram Punjabi Tadka 220Gm,Haldiram,processed_food,21069099,18%,0%,0,1,1
Britannia Tiger Crunch (Mrp 5),Britannia,processed_food,19053100,18%,0%,0,180,1
Kissan Fresh Tomato Ketchup 950Gm,HUL,processed_food,21032000,12%,0%,0,1,1
Snakker Priya Gold Chocolate 24Gm,Priyagold,processed_food,19053100,18%,0%,0,1,1
Navrang Chatpata Mix Achaar 1Kg,Local brand,processed_food,21069099,18%,0%,0,1,1
Pantaji Mangon Panna 450Ml,Patanjali,beverage_and_confectionary,21069011,18%,0%,0,1,1
Tops Snack Sauce With Fruits 200Gm,TOPS,processed_food,21039020,12%,0%,0,1,1
Dr Oetker Funfood Peanut Butter Creamy 400G,FUNFOODS,processed_food,20081100,12%,0%,0,1,1
Veeba Chipotle Southwest Dressing 300Gm,Veeba,processed_food,21039030,12%,0%,0,1,1
Britannia Tiger Crunch (Mrp 10),Britannia,processed_food,19053100,18%,0%,0,108,12
Nescafe Classic 100Gm,Nestle,beverage_and_confectionary,21011120,18%,0%,0,1,1
Patanjali Honey 250Gm,Patanjali,processed_food,409,5%,0%,0,1,1
Navrattan Ginger Garlic Paste 20Gm,Emami,processed_food,20081100,12%,0%,0,1,1
Fun Jucejelly Fun Pack 18G,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Britannia Tiger Glucose Biscuits (50g +12g),Britannia,processed_food,19053100,18%,0%,0,144,1
Doritos Sweet Chilli Flawour 25G,Doritos,processed_food,210690,12%,0%,0,1,1
Uncle Chipps Plain Salted 30G,Pepsico,processed_food,2106,12%,0%,0,1,1
Rio Mango Fusion Drink 250Ml,Local brand,beverage_and_confectionary,21069011,18%,0%,0,1,1
Rio Passion Fruit Fusion Drink 250Ml,Local brand,beverage_and_confectionary,21069011,18%,0%,0,1,1
Minute Maid Pulpy Orange 400Ml,Cocacola,beverage_and_confectionary,22021010,12%,0%,0,1,1
Rishta Idli Dosa Batter 1Kg,Local brand,processed_food,21069099,18%,0%,0,1,1
Coconut Milk Cocoply 400Ml,Local brand,breakfast_dairy,401,0%,0%,0,1,1
Britannia Tiger Cream Chocolate,Britannia,processed_food,19053100,18%,0%,0,144,1
Brookside Pommegranade Chocolate 100Gm,Local brand,beverage_and_confectionary,1704,12%,0%,0,1,1
Paper Boat Coriander Butter Milk 250Ml,Paperboat,beverage_and_confectionary,22029020,12%,0%,0,1,1
Kitkat Desert Brown Cubes 50Gm,Nestle,beverage_and_confectionary,19053211,18%,0%,0,1,1
Britannia Tiger Cream Orange,Britannia,processed_food,19053100,18%,0%,0,144,12
Rnglish Oven Fruit Bread 150Gm,Local brand,breakfast_dairy,402,5%,0%,0,1,1
Britannia Tiger Cream Elaichi,Britannia,processed_food,19053100,18%,0%,0,144,1
Britannia Swiss Roll Chocolate,Britannia,processed_food,19059010,18%,0%,0,15,15
Dana Pani Chips,Local brand,processed_food,2008,12%,0%,0,1,1
Vermecilli Roaster 200Gm,Local brand,processed_food,19021900,12%,0%,0,1,1
Britannia Swiss Roll Strawberry,Britannia,processed_food,19059010,18%,0%,0,15,15
Vermicelli Roased 500 Gm ,Local brand,processed_food,19021900,12%,0%,0,1,1
Vermecelli 250Gm,Local brand,processed_food,19021900,12%,0%,0,1,1
Britannia Layer Cake,Britannia,processed_food,19059010,18%,0%,0,15,10
Alsi 100Gm,Local brand,staple_and_grocery,910,12%,0%,0,1,1
"Britannia 50-50 Sweet-n-Salty, (40+10 gm)",Britannia,processed_food,19053100,18%,0%,0,140,10
Giloye,Local brand,staple_and_grocery,910,12%,0%,0,1,1
Gond Katira 50 Gm,Local brand,staple_and_grocery,2106,12%,0%,0,1,1
Amla Powder 100 Gm,Local brand,staple_and_grocery,910,12%,0%,0,1,1
Britannia 50-50 Sweet-n-Salty,Britannia,processed_food,19053100,18%,0%,0,84,1
Super Custard Powder 100 Gm,Local brand,processed_food,210690,12%,0%,0,1,1
Ndh Triphla Powder 100 Gm,Local brand,staple_and_grocery,910,12%,0%,0,1,1
"Britannia NC Digestive, 100 gm",Britannia,processed_food,19053100,18%,0%,0,60,1
"Britannia Treat Wafers Choco, 75 gm",Britannia,processed_food,19053219,18%,0%,0,48,12
Vinegar 500Ml,Local brand,processed_food,2103,12%,0%,0,1,1
"Britannia Treat Wafers Orange, 75 gm",Britannia,processed_food,19053219,18%,0%,0,48,12
"Britannia Treat Wafers Strawberry, 15 gm",Britannia,processed_food,19053219,18%,0%,0,450,50
"Britannia Treat Wafers Strawberry, 75 gm",Britannia,processed_food,19053219,18%,0%,0,48,12
"Britannia Little Hearts, 37 gm",Britannia,processed_food,19053100,18%,0%,0,96,5
Lucky Ketchupp Bottle ,Local brand,home_and_kitchen,7607,18%,0%,0,1,1
"Gems BFF, 21.36gm",Mondelez,beverage_and_confectionary,18069010,18%,0%,0,672,56
"Britannia Little Hearts, 20 gm",Britannia,processed_food,19053100,18%,0%,0,192,14
Kissan Fresh tomato ketchup 200 gm,HUL,processed_food,21032000,12%,0%,0,48,1
"Kissan Mixed Fruit Jam, 200 gm RL (Jar)",HUL,processed_food,21032000,12%,0%,0,30,1
Mango Laccha Pickle 500Gm,Local brand,processed_food,2001,12%,0%,0,1,1
Manish Namkeen Diet Chevda 200Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen Hot Mix 200Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen Hot Mix 400Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen Hukum Chand 200Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen Kerela Mixture 200Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen Navrattan 200Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen Palak Masala Mixture 200Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen Palak Masala Mixture 400Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen Plain Sev 400Gm,Local brand,processed_food,2106,12%,0%,0,1,1
NaN Pro 1,Nestle,processed_food,19011090,18%,0%,0,24,1
Manish Namkeen Saada Palak Mixture 400Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen South Indian Mixture 200Gm,Local brand,processed_food,2106,12%,0%,0,1,1
Manish Namkeen South Indian Mixture 400Gm,Local brand,processed_food,2106,12%,0%,0,1,1
NaN Pro 2,Nestle,processed_food,19011090,18%,0%,0,24,1
NaN Pro 3,Nestle,processed_food,19011090,18%,0%,0,24,1
Meetha Chatpata 500Gm,Local brand,staple_and_grocery,405000,12%,0%,0,1,1
Meetha Soda 250Gm,Local brand,processed_food,21023000,12%,0%,0,1,1
Meetha Soda 500Gm,Local brand,processed_food,21023000,12%,0%,0,1,1
Memorble Cookies Celebraion ,Local brand,processed_food,19053100,18%,0%,0,1,1
Nan Pro 4,Nestle,processed_food,19011090,18%,0%,0,24,1
Parle Nutricrunch Digestive,Parle,processed_food,19053100,12%,0%,0,360,3
Minute Maide Orange Drink Tetra Pack 1 Ltr ,Cocacola,beverage_and_confectionary,22011020,12%,0%,0,1,1
Mohini Tea 1,Local brand,beverage_and_confectionary,9023020,5%,0%,0,1,1
Morton Red Chilli Sauce 750Gm,Local brand,processed_food,2103,18%,0%,0,1,1
Naubahar Chatini 100Gm,Local brand,processed_food,2103,18%,0%,0,1,1
Navrang Mixed Achaar 1,Local brand,processed_food,2001,12%,0%,0,1,1
Navrang Shahi Mango Achaar 1,Local brand,processed_food,2001,12%,0%,0,1,1
Nescafe Classic Coffee Pouch 1.5Gm,Nestle,beverage_and_confectionary,3004,18%,0%,0,1,1
"Haldiram Patisa Veg, 400 gm (Buy 1 Get 1 free)",Haldiram,processed_food,2106,5%,0%,0,20,1
"Haldiram Dry Fruit Besan Laddu Veg, 400 gm (Buy 1 Get 1 free)",Haldiram,processed_food,2106,5%,0%,0,20,1
"Haldiram Dry fruit Panjeeri Laddu, 400 gm (Buy 1 Get 1 free)",Haldiram,processed_food,2106,5%,0%,0,20,1
"Haldiram Meetha Bhi Namkeen Bhi, 580 gm",Haldiram,processed_food,2106,12%,0%,0,12,2
Cadbury Celebrations Party Pack 349 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,24,24
Cadbury Celebrations Assorted Chocolate Gift Pack 64.2 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,96,1
Cadbury Celebrations Assorted Chocolate Gift Pack 36.7 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,30,1
Cadbury Celebrations Assorted Chocolate Gift Pack 186.6 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,20,1
Cadbury Celebrations Premium Assorted Chocolate Gift Pack 281 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,20,1
Cadbury Celebrations Premium Chocolate Gift Pack 217 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,24,1
"Haldiram Meetha Teekha, 780 gm",Haldiram,processed_food,2106,12%,0%,0,12,2
Cadbury Celebrations Silk Special Selection Gift Pack 233 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,12,1
Cadbury Dairy Milk Silk Miniatures Chocolate Gift Pack 240 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,20,20
Cadbury Celebrations Rich Dry Fruit Chocolate Gift Box 177 gm,Cadbury,beverage_and_confectionary,18063200,18%,0%,0,24,1
"Coke, 1.25 Ltr (Single qty)",Cocacola,beverage_and_confectionary,22021010,28%,12%,0,12,2
Bfp Royal Honey 25Gm,Local brand,processed_food,409,5%,0%,0,1,1
Center Fresh Strawberry,Perfetti Van Melle,beverage_and_confectionary,17041000,18%,0%,0,1,1
Coconut Cookies 250Gm,Local brand,processed_food,19059020,18%,0%,0,1,1
Cornflour 250Gm,Local brand,processed_food,1108,12%,0%,0,1,1
Dabur Sat Isabgol,Local brand,processed_food,401,5%,0%,0,1,1
Jeera Cookies 250Gm,Local brand,processed_food,19059020,18%,0%,0,1,1
Lukes Honey 500Gm,Local brand,processed_food,409,5%,0%,0,1,1
Madhur Muskan Special 100 % Gulkand 400 Gm,Local brand,staple_and_grocery,804,12%,0%,0,1,1
Mitha Soda 100 Gm,Local brand,beverage_and_confectionary,22029020,12%,0%,0,1,1
"Limca, 1.25 Ltr  (Single qty)",Cocacola,beverage_and_confectionary,22021010,28%,12%,0,12,2
Newtone Creamy Eclairs,Local brand,processed_food,19053100,12%,0%,0,1,1
Newtone Kaju Butter Toffee,Local brand,processed_food,19053100,12%,0%,0,1,1
Newtone Pista Butter Toffee,Local brand,processed_food,19053100,12%,0%,0,1,1
Panela Madley Chocolate Toffee,Local brand,beverage_and_confectionary,17049030,18%,0%,0,1,1
Racy Snacks Sauce 9 Gm,Local brand,processed_food,2103,12%,0%,0,1,1
Rising Star Drinking Chocolate 100Gm,Local brand,beverage_and_confectionary,19019090,18%,0%,0,1,1
Shree Ganesh Special Gulkand 400 Gm,Local brand,staple_and_grocery,804,12%,0%,0,1,1
"Sprite, 1.25 Ltr  (Single qty)",Cocacola,beverage_and_confectionary,22021010,28%,12%,0,12,2
"Thums Up, 2Ltr  (Single qty)",Cocacola,beverage_and_confectionary,22021010,28%,12%,0,9,2
White Til Cookies 250Gm,Local brand,processed_food,19019090,18%,0%,0,1,1
Britannia Good day Butter 150 Gm,Britannia,processed_food,19053100,18%,0%,0,48,1
"Thums Up, 1.25 Ltr  (Single qty)",Cocacola,beverage_and_confectionary,22021010,28%,12%,0,12,2
"Mountain Dew, 600 ml (Single qty)",Pepsico,beverage_and_confectionary,22021010,28%,12%,0,24,2
"Mountain Dew, 1.25 Ltr  (Single qty)",Pepsico,beverage_and_confectionary,22021010,28%,12%,0,12,12
Glucon-D Beverage  Mux Mango  Flavoured 450 Gm,Dabur,beverage_and_confectionary,30049099,18%,0%,0,1,1
Nions Ginger Garlic Paste 200Gm,Local brand,staple_and_grocery,910,5%,0%,0,1,1
Dabur Real Grape 1Ltr,Dabur,beverage_and_confectionary,22029020,12%,0%,0,1,1
Cavins Vanilla Milk Shake 180 Ml,Cavincare,beverage_and_confectionary,4049000,5%,0%,0,1,1
Haldirams Snac Lite Fun Fingers Lightly Spiced Snacks 80Gm,Haldiram,processed_food,21069099,12%,0%,0,1,1
"Fanta, 750 ml (Single qty)",Cocacola,beverage_and_confectionary,22021010,28%,12%,0,24,2
Lotte Chocopie 504 gm 18 piece,Lotte Choco,beverage_and_confectionary,19059010,18%,0%,0,8,1
Lotte Chocopie 56 gm 2 piece,Lotte Choco,beverage_and_confectionary,19059010,18%,0%,0,72,1
Lotte Choco Rich Coca Pie 26 gm 6 piece,Lotte Choco,beverage_and_confectionary,19059010,18%,0%,0,24,1
Lotte Chocopie Rich cocoa Pie 12 piece,Lotte Choco,beverage_and_confectionary,19059010,18%,0%,0,12,1
Coffy Bite 690 gm,Lotte Choco,beverage_and_confectionary,17049030,12%,0%,0,16,1
Coffy Bite Classic 209 +16.5 gm,Lotte Choco,beverage_and_confectionary,17049030,12%,0%,0,48,1
Coffy Bite Classic 418+33 gm,Lotte Choco,beverage_and_confectionary,17049030,12%,0%,0,24,1
Lotte Eclairs Choco 396+33g,Lotte Choco,beverage_and_confectionary,18069020,18%,0%,0,24,1
Lotte Coffy Bite 390+30g,Lotte Choco,beverage_and_confectionary,17049030,12%,0%,0,40,1
"Limca, 750 ml (Single qty)",Cocacola,beverage_and_confectionary,22021010,28%,12%,0,24,2
Priya Gold Club Creme Choco Biscuits 43Gm,Priyagold,processed_food,1905,18%,0%,0,1,1
Satmola Anar Dana 10Gm,Local brand,staple_and_grocery,910,5%,0%,0,1,1
"Thums Up, 750 ml (Single qty)",Cocacola,beverage_and_confectionary,22021010,28%,12%,0,24,2
Orbit Winterfrost Sugar Free Chewing Gum 8.8 Gm ,Mars International,beverage_and_confectionary,17041000,18%,0%,0,1,1
Royal Honey 25 Gm ,Local brand,processed_food,409,5%,0%,0,1,1
Rajnigandha Pan Masala 4 Gm ,Local brand,processed_food,2017,18%,0%,0,1,1
Ring Brand Vanilla Essence 20Ml,Local brand,processed_food,3004,18%,0%,0,1,1
Butter Popcorn,NeniMemi,processed_food,1005,12%,0%,0,132,11
Tea Premium 100Gm,Local brand,beverage_and_confectionary,902,5%,0%,0,1,1
Rice Papad 400Gm,Local brand,processed_food,19059040,0%,0%,0,1,1
Racy Soya Sauce 650Ml,Local brand,processed_food,3307,18%,0%,0,1,1
buy 1 Butter Popcorn (15gm) get 1 popcorn (15 gm) FREE,NeniMemi,processed_food,1005,12%,0%,0,180,12
Vermicelli Roasted 500Gm,Local brand,processed_food,19059040,5%,0%,0,1,1
Parle Hide And Seek Choco Rolls 120Gm,Parle,processed_food,1905,18%,0%,0,1,1
Tops Cake Mix 250Gm,TOPS,processed_food,19059020,18%,0%,0,1,1
Onion In Vinegar 500Gm,Local brand,processed_food,3307,18%,0%,0,1,1
"NeniMemi Muri Magic Maska Tomato, 35 gm",NeniMemi,processed_food,21069099,12%,0%,0,144,12
"NeniMemi Muri Magic Ginger Garlic, 45 gm",NeniMemi,processed_food,21069099,12%,0%,0,144,12
"NeniMemi Muri Magic Kasuri Methi, 45 gm",NeniMemi,processed_food,21069099,12%,0%,0,144,12
Racy Chilli Sauce Sachet 9Gm,Local brand,processed_food,3307,18%,0%,0,1,1
Racy Tomato Ketchup Sachet 9Gm,Local brand,processed_food,2103,12%,0%,0,1,1
Tetley Green Tea Lemon And Honey 1 Tea Bag,Local brand,beverage_and_confectionary,902,5%,0%,0,1,1
"NeniMemi Muri Magic Khatta Meetha Saunf, 35 gm",NeniMemi,processed_food,21069099,12%,0%,0,144,12
"NeniMemi Muri Magic Just Jeera, 35 gm",NeniMemi,processed_food,21069099,12%,0%,0,144,12
"NeniMemi Muri Magic Simply Salt, 35 gm",NeniMemi,processed_food,21069099,12%,0%,0,144,12
Rice Chips 200Gm,Local brand,processed_food,210690,12%,0%,0,1,1
"NeniMemi Bhel Magic Fresh Pudina, 35 gm",NeniMemi,processed_food,21069099,12%,0%,0,240,12
Sunil Peanut Patti 200 Gm ,Local brand,processed_food,1704,5%,0%,0,1,1
Shepherd Kit Kat Fuse,Local brand,beverage_and_confectionary,18069010,18%,0%,0,1,1
"NeniMemi Bhel Magic Hing Masala, 35 gm",NeniMemi,processed_food,21069099,12%,0%,0,240,12
