Shop_name,warehouse_id,Barcode,item_id,product_sku,product_name,category,hsn,Tax_structure,GST_flag,MRP,PTC,Realtime_available_qty,Last90daysaleqty
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904063200419_48,hd-20200608-0937-48422-093-33KFL-000,PROPROHAL00000009,Haldirams Murukku Rice Flour Sticks 200Gm 8904063200419_48,processed_food,21069099,In State GST 12 %,GST-12,48,40.8,6,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,4902430900461_399,hd-20200608-0940-36483-093-33KFL-000,HPCHPCPAM00000007,Pampers Dry Small Pants 36 Pants 4902430900461_399,health_and_personal_care,96190030,In State GST 12 %,GST-12,399,390,5,3
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901719112560_60,hd-20200608-0941-07091-093-33KFL-000,PROPROPAR00000037,Parle Monaco Cheeslings Classic 150Gm 8901719112560_60,processed_food,19059020,In State GST 18 %,GST-18,60,57.14,6,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901453000024_150,hd-20200618-0619-20083-093-33KFL-000,SYCBNCROO00000001,Hamdard Roohafza 750 ml 8901453000024_150,beverage_and_confectionary,21069011,In State GST 18 %,GST-18,150,120,6,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,890421480219_125,hd-20200623-1038-19148-093-6SSDU-000,COSBDCBLH00000017,Blue Heaven Walk Free Mascara (Water Proof - Long Lash) Black Pack 890421480219_125,health_and_personal_care,33042000,In State GST 18 %,GST-18,125,75,5,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901526576449_79,hd-20200626-1247-50007-093-33KFL-000,HFWBDCGAR00000012,Garnier Men Acno Fight Facewash 50Gm 8901526576449_79,health_and_personal_care,3304,In State GST 18 %,GST-18,79,76,1,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,7622201438418_375,hd-20200630-1255-47111-093-33KFL-000,CHCCNFCAD00000006,"Cadbury Celebrations Premium Assorted Chocolate Gift Pack, 281g 7622201438418_375",beverage_and_confectionary,19019090,In State GST 18 %,GST-18,375,318.75,1,5
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030450389_210,hd-20200705-1646-48574-093-33KFL-000,TNCBNCRED00000008,"Red Label Tea, 500 gm 8901030450389_210",beverage_and_confectionary,902,In State GST 5 %,GST-5,210,201.6,3,5
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030674037_60,hd-20200705-1646-51370-093-33KFL-000,LIDLQCCOM00000001,"Comfort Pure After Wash Fabric Conditioner, 220 ml 8901030674037_60",home_and_kitchen,3402,In State GST 18 %,GST-18,60,55,6,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8908003634074_64,hd-20200709-1226-34587-093-33KFL-000,LBCLQCGPH00000013,"Gainda Napthalene Balls, 200 gm 8908003634074_64",home_and_kitchen,29029040,In State GST 18 %,GST-18,64,56,2,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8906000610251_110,hd-20200718-0634-53809-093-33KFL-000,DAIDAIMCN00000011,Mccain Veggie Burger Patty 360 Gm 8906000610251_110,breakfast_dairy,2004,In State GST 12 %,GST-12,110,88,4,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904137451297_40,hd-20200731-0619-32814-093-33KFL-000,SCSSNGCKD00000004,Chuk De Jeera Sabut Cumin Whole 100 Gm 8904137451297_40,staple_and_grocery,904,In State GST 5 %,GST-5,40,32,4,27
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8906088210701_60,hd-20200806-1212-34100-093-33KFL-000,SCSSNGORK00000010,Orika Schezwan Mix Seasoning 75 Gm 8906088210701_60,staple_and_grocery,2103,In State GST 12 %,GST-12,60,42,4,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901537074354,hd-20200115-0731-08480-093-00000-000,FGNSPLDAW00000002,Daawat Brown Basmati Rice 1 kg Jar 8901537074354,staple_and_grocery,1006,In State GST 5 %,GST-5,165,132,9,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,4902430872256_130,hd-20200115-0731-25481-093-00000-000,DCRHPCORL00000009,Oral B Prohealth Neem Soft Toothbrush Buy 2 Get 2 Free 4902430872256_130,health_and_personal_care,33049920,In State GST 18 %,GST-18,130,120,2,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901131870079,hd-20200116-0457-51951-093-00000-000,BFDSNGMOH00000001,"Mohun'S Cornflakes Poly Bag, 500 gm 8901131870079",breakfast_dairy,1904,In State GST 18 %,GST-18,120,96,3,5
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8908004804087_25,hd-20200203-1356-33998-093-00000-000,LQDBNCCAT00000001,Catch Club Soda Bottle 750 ml 8908004804087_25,beverage_and_confectionary,2201,In State GST 18 %,GST-18,25,23.5,5,6
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901396053002_59,hd-20200208-0403-09910-093-00000-000,SOCHNKCHR00000001,Cherry Blossom Wax Polish Dark Tan 40 gm 8901396053002_59,home_and_kitchen,34051000,In State GST 18 %,GST-18,59,57,4,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901725950101_190,hd-20200209-0519-21346-093-00000-000,FSPBDCENG00000003,Engage Mate  Bodylicious Deo Spray 165 ml 8901725950101_190,health_and_personal_care,33072000,In State GST 18 %,GST-18,190,175,5,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8902167000713,hd-20200210-1536-48796-093-00000-000,SCSSNGMDH00000026,MDH Dhania Powder 100 gm 8902167000713,staple_and_grocery,904,In State GST 5 %,GST-5,31,24.8,5,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192207111_62,hd-20200210-1548-22802-093-00000-000,GRSGRSCAT00000027,Catch Chana Masala 100 gm 8901192207111_62,staple_and_grocery,910,In State GST 5 %,GST-5,62,49.6,1,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030718342,hd-20200211-0739-12471-093-00000-000,PCRPCRLIF00000008,Lifebuoy Total Orignal Soap 62 gm 8901030718342,health_and_personal_care,34011190,In State GST 18 %,GST-18,10,9.99,8,41
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,4902430786720,hd-20200211-0739-53484-093-00000-000,MHGHPCGIL00000015,Gelltte Wilkinson Sword 5N 4902430786720,health_and_personal_care,8212,In State GST 18 %,GST-18,14,11.9,1,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901719102172,hd-20200211-1019-46358-093-00000-000,BSCBSCPAR00000013,Parle Monaco Zeera Biscuit 75 gm 8901719102172,processed_food,1905,In State GST 18 %,GST-18,10,9,6,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904063254450,hd-20200211-1019-55859-093-00000-000,BSCBSCHAS00000009,Haldiram Namkeen Punjabi Tadka 20 gm 8904063254450,processed_food,21069099,In State GST 12 %,GST-12,5,5,1,9
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901058868845_5,hd-20200211-1020-00156-093-00000-000,NDPRTCMAG00000001,Maggi Magic Masala 6.2 gm 8901058868845_5,staple_and_grocery,910,In State GST 12 %,GST-12,5,5,9,9
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901393017991_15,hd-20200808-0836-41434-093-33KFL-000,BNCBNCMEN00000008,Mentos Rainbow With Fruit Content 36.4 Gm 8901393017991_15,beverage_and_confectionary,17049030,In State GST 12 %,GST-12,15,14.25,6,17
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901242178200_49,hd-20200808-1230-51271-093-33KFL-000,NDPPROBAM00000004,"Bambino Macaroni Elbows, 450 Gm Pouch 8901242178200_49",processed_food,19021900,In State GST 12 %,GST-12,49,44.1,6,8
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904288612455_125,hd-20200811-1159-14372-093-33KFL-000,PKPPROTOP00000111,Tops Gold Sweet Lime Pickle Bt 400 gm 8904288612455_125,processed_food,21032000,In State GST 12 %,GST-12,125,99,3,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904137450689_56,hd-20200812-1239-52665-093-33KFL-000,SCSSNGCKD00000015,"Chukde Dhania Powder, 200 gm 8904137450689_56",staple_and_grocery,909,In State GST 5 %,GST-5,56,44.8,3,8
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904137451006_27,hd-20200812-1239-53462-093-33KFL-000,SCSSNGCKD00000042,"Chukde Haldi Powder, 100 gm 8904137451006_27",staple_and_grocery,910,In State GST 5 %,GST-5,27,21.6,2,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192107022_14,hd-20200824-1109-32477-093-33KFL-000,GRSGRSCAT00000011,"Catch Turmeric Powder Pouch, 50 gms 8901192107022_14",staple_and_grocery,190,In State GST 5 %,GST-5,14,11.2,7,3
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192208118_68,hd-20200824-1109-35008-093-33KFL-000,SCSSNGCAT00000071,"Catch Kitchen King Carton, 100 gms 8901192208118_68",staple_and_grocery,910,In State GST 5 %,GST-5,68,54.4,6,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192114105_150,hd-20200824-1109-37540-093-33KFL-000,SCSSNGCAT00000076,Catch - Black Pepper - Sprinkler - 100 G 8901192114105_150,staple_and_grocery,904,In State GST 5 %,GST-5,150,120,11,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8902102194927_25,hd-20200828-1244-26164-093-33KFL-000,LIDLQCUJA00000001,Ujala Liquid 75 ml 8902102194927_25,home_and_kitchen,32041294,In State GST 18 %,GST-18,25,25,6,5
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030815911_180,hd-20200831-1411-29380-093-UII2G-000,HPCHPCDOV00000062,V Wash Plus 100 Ml 8901030815911_180,health_and_personal_care,96190010,In State GST 18 %,GST-18,180,175,5,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901441017010_72,hd-20200902-1745-49926-093-33KFL-000,PKPPROLJT00000007,Lijjat Punjabi Masala Papad 200 Gm 8901441017010_72,processed_food,1905,In State GST 0 %,GST-0,72,68.57,3,7
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8902579000004_33,hd-20200903-0716-02096-093-33KFL-000,BVRBVRAPP00000005,Appy Fizz Juice Drink 600 Ml 8902579000004_33,beverage_and_confectionary,22029020,In State GST 12 %,GST-12,33,29,4,5
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8906002348596_85,hd-20200916-0929-45512-093-IE4RK-000,PLBSNGRAJ00000126,Rajdhani Moong Sabut 500 gm 8906002348596_85,staple_and_grocery,713,In State GST 5 %,GST-5,85,62,8,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901414048485_50,hd-20200213-0651-11950-093-00000-000,CNNSBFBIK00000008,Bikano Namkeen Shahi Mixture 200 gm 8901414048485_50,processed_food,2106,In State GST 12 %,GST-12,50,37.5,1,12
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901725198237_20,hd-20200213-0651-15309-093-00000-000,CNNSBFBNG00000015,Bingo Mad Angles Tomato Madness 72.5 gm 8901725198237_20,processed_food,2106,In State GST 12 %,GST-12,20,18,2,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904288621129_37,hd-20200213-0651-59983-093-00000-000,BKDPROTOP00000008,Tops Dessert Mix Custard Butterscotch 100 gm 8904288621129_37,processed_food,3004,In State GST 18 %,GST-18,37,25.9,2,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901719100864,hd-20200214-1010-00094-093-00000-000,CANCONPAR00000003,Parle Kismi Toffee 294 gm 8901719100864,beverage_and_confectionary,1704,In State GST 12 %,GST-12,50,46,2,10
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901233021645,hd-20200214-1010-03828-093-00000-000,CHOBNCBOU00000001,Cadbury Bournville Rich Cocoa 31 gm 8901233021645,beverage_and_confectionary,1806,In State GST 18 %,GST-18,45,42,5,5
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030373930,hd-20200215-1218-52446-093-00000-000,TNCBNCBRU00000005,Bru Gold Coffee Pouch  100 gm 8901030373930,beverage_and_confectionary,902,In State GST 18 %,GST-18,275,245,8,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192101013,hd-20200216-0742-45760-093-00000-000,SCSSNGCAT00000018,Catch Black Pepper Powder 50 gm 8901192101013,staple_and_grocery,9041200,In State GST 5 %,GST-5,70,56,11,3
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192103017_27,hd-20200216-0742-46057-093-00000-000,SCSSNGCAT00000026,Catch Kashmiri Mirch Powder 50 gm 8901192103017_27,staple_and_grocery,9041200,In State GST 5 %,GST-5,27,21.6,2,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192104625_140,hd-20200216-0742-47385-093-00000-000,SCSSNGCAT00000023,Catch Dhania Powder 500 gm Pouch 8901192104625_140,staple_and_grocery,9092200,In State GST 5 %,GST-5,140,140,1,3
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192212016_33,hd-20200216-0742-52463-093-00000-000,SCSSNGCAT00000030,Catch Pav Bhaji Masala 50 gm 8901192212016_33,staple_and_grocery,9109100,In State GST 5 %,GST-5,33,26.4,18,3
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901399105166_172,hd-20200219-1152-47974-093-00000-000,BDCHPCSAN00000004,Santoor Soap Sandal &Turmeric 150 gm Pack of 4 8901399105166_172,health_and_personal_care,34011190,In State GST 18 %,GST-18,172,172,6,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901537074231,hd-20200221-0857-14511-093-00000-000,RGRSNGDAW00000003,Daawat Pulav Basmati Rice 1 kg 8901537074231,staple_and_grocery,1006,In State GST 5 %,GST-5,120,96,7,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,89006214_10,hd-20200224-1040-16885-093-00000-000,BEVBEVORB00000005,Orbit Spearmint Gum 8.8 gm 89006214_10,beverage_and_confectionary,17041000,In State GST 18 %,GST-18,10,9.5,1,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,89006221,hd-20200224-1040-17119-093-00000-000,BEVBEVORB00000006,Orbit Mixed Fruit Gum  8.8 gm 89006221,beverage_and_confectionary,17041000,In State GST 18 %,GST-18,10,10,6,12
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,89006238,hd-20200224-1040-17387-093-00000-000,BEVBEVORB00000008,Orbit Sweetmint Gum 8.8 gm 89006238,beverage_and_confectionary,17041000,In State GST 18 %,GST-18,10,10,1,9
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,4902430294607,hd-20200226-0444-33399-093-00000-000,PCRPCRWSP00000003,Whisper Choice Wings 7S 4902430294607,health_and_personal_care,96190010,In State GST 0 %,GST-0,29,29,2,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901192221117,hd-20200301-1354-01068-093-00000-000,SCSSNGCAT00000046,Catch Chhole Masala 100 gm 8901192221117,staple_and_grocery,9109100,In State GST 5 %,GST-5,63,50.4,3,5
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8906015902815,hd-20200302-2009-25838-093-00000-000,PLBSNGLDA00000010,Loose Non Branded Moong Dhowa 8906015902815,staple_and_grocery,713,In State GST 0 %,GST-0,167,50,0.99,9
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030725685,hd-20200303-1034-34447-093-00000-000,LIDLQCSRF00000002,Surf Excel Easy Wash Liquid 1 ltr 8901030725685,home_and_kitchen,34022010,In State GST 18 %,GST-18,165,140,8,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901725928995,hd-20200317-1140-20879-093-00000-000,LBWBDCFIM00000001,Fiama Di Wills Ashwgandha Gel+Creame Shower Gel 200 ml 8901725928995,health_and_personal_care,34011190,In State GST 18 %,GST-18,140,130,6,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030770395_155,hd-20200318-0558-57281-093-00000-000,BTSBDCDOV00000003,Dove Soap Pink Rosa Bar Box 100 gm ( Pack of 3 ) 8901030770395_155,health_and_personal_care,34011190,In State GST 18 %,GST-18,155,131.75,2,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901537071018,hd-20200318-1432-02830-093-00000-000,RGRSNGDAW00000007,Daawat Biryani Basmati Rice 1 kg 8901537071018,staple_and_grocery,1006,In State GST 5 %,GST-5,220,176,4,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901314010131_145,hd-20200320-0452-28974-093-00000-000,DCRHPCCOL00000003,Colgate Tooth Paste Dental Cream 300 gm 8901314010131_145,health_and_personal_care,33061020,In State GST 18 %,GST-18,145,139,1,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030764349,hd-20200326-1436-05748-093-00000-000,HPCHPCDOV00000067,Dove Dandruff Care Shampoo 340Ml Free 90 ml 8901030764349,health_and_personal_care,33051090,In State GST 18 %,GST-18,275,260,2,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904137452874,hd-20200327-1131-53424-093-00000-000,SHSSHSCKD00000002,Chukde Rai 100 gm 8904137452874,staple_and_grocery,1207,In State GST 5 %,GST-5,25,20,6,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901648031147_565,hd-20200404-0859-43937-093-00000-000,OGCSNGMDG00000012,Mother Dairy Cow Ghee 1 Ltr Tetra 8901648031147_565,staple_and_grocery,4059020,In State GST 12 %,GST-12,565,520,3,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901595963331,hd-20200420-1245-17489-093-Z7KHW-000,NDPPROCHG00000005,"Chings Hot Garlic Noodles,60 gm 8901595963331",processed_food,2103,In State GST 12 %,GST-12,15,15,6,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901414000827_95,hd-20200421-0650-39415-093-33KFL-000,SNKSNKBIK00000003,Bikano Navratan Mix Namkeen 400 gm 8901414000827_95,processed_food,21069099,In State GST 12 %,GST-12,95,71.25,2,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901023019715_89,hd-20200531-1115-56058-093-33KFL-000,PSKIPCGDN00000002,Good Knight Gold Flash Cartridge + Machine 8901023019715_89,home_and_kitchen,38029191,In State GST 18 %,GST-18,89,86,5,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,4902430722193_85,hd-20200531-1120-35539-093-33KFL-000,HPCHPCPNG00000002,Gillette Foam Regular 50 Gm 4902430722193_85,health_and_personal_care,3307,In State GST 18 %,GST-18,85,83,7,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030691379_372,hd-20200601-0237-31107-093-33KFL-000,DTPDGTSRF00000004,Surf Excel Easywash Powde 3 kg 8901030691379_372,home_and_kitchen,34022010,In State GST 18 %,GST-18,372,344.44,5,9
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901414003279_237,hd-20200605-1427-39269-093-33KFL-000,NKMPROBIK00000022,Bikano Tasty Spicy Coated Peanuts 1Kg 8901414003279_237,processed_food,21069099,In State GST 12 %,GST-12,237,177.75,5,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,0806360250600_95,hd-20200613-0949-14323-093-33KFL-000,PCRPCRLOT00000002,Apriscrub Fresh Apricot Scrub 60 gm 0806360250600_95,health_and_personal_care,33049990,In State GST 18 %,GST-18,95,66.52,2,3
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,0806360135013_325,hd-20200613-0949-21197-093-33KFL-000,PCRPCRLOT00000011,Lotus Herbals Radiant Diamond Cellular Radiance 1 Facial Kit 0806360135013_325,health_and_personal_care,33049990,In State GST 18 %,GST-18,325,308.75,6,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901314009333_58,hd-20200615-0640-19250-093-753J8-000,THPDCRCOL00000022,Colgate Active Salt Neem Toothpaste100 Gm 8901314009333_58,health_and_personal_care,33061020,In State GST 18 %,GST-18,58,56,17,5
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901314077981_120,hd-20200616-0725-07549-093-33KFL-000,HPCHPCCOL00000021,Colgate Plax Freshmint Splash 250 Ml 8901314077981_120,health_and_personal_care,33061020,In State GST 18 %,GST-18,120,88,6,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901242108306_50,hd-20200616-0725-27751-093-33KFL-000,NDPRTCBAM00000016,Bambino Pasta Penne 250 Gm 8901242108306_50,processed_food,19021900,In State GST 12 %,GST-12,50,47.5,3,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904063214348_42,hd-20200618-0619-29739-093-33KFL-000,NKMPROHAL00000027,"Haldiram Navrattan, 220 gm 8904063214348_42",processed_food,21069099,In State GST 12 %,GST-12,42,35.7,5,11
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901063093287,hd-20191223-0550-28591-093-00000-000,BICPROBRI00000038,Britannia Goodday Cashew Cookies 200 gm 8901063093287,processed_food,19053100,In State GST 18 %,GST-18,35,33.25,1,55
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901207025365,hd-20191224-0941-49321-093-00000-000,PKPPROHNY00000005,Dabur Honey 250 gm 8901207025365,processed_food,409,In State GST 5 %,GST-5,99,89,8,3
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030763878_20,hd-20191226-1902-31663-093-00000-000,HPCHPCDOV00000002,Dove Beauty Cream Bathing Bar 50 gm 8901030763878_20,health_and_personal_care,34011190,In State GST 18 %,GST-18,20,20,6,8
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,4902430814591,hd-20191226-1903-10115-093-00000-000,PCRPCRPAM00000001,Pamper Pants 2N L 4902430814591,health_and_personal_care,96190030,In State GST 12 %,GST-12,28,22,1,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904063258779,hd-20191229-0649-40403-093-00000-000,BSCBSCHAS00000014,Haldiram Namkeen Tasty Gupshup 42 gm 8904063258779,processed_food,21069099,In State GST 12 %,GST-12,10,8.7,4,6
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8904271200362,hd-20200109-0554-43579-093-00000-000,HOKHOKBAY00000001,Baygon Cockroach Kill 200 ml 8904271200362,home_and_kitchen,38089199,In State GST 18 %,GST-18,98,89,4,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,4902430909488,hd-20200109-0554-51614-093-00000-000,SCAWHGWSP00000003,Whisper San Pad Ultra Clean L Wng Xl30P 4902430909488,health_and_personal_care,96190010,In State GST 0 %,GST-0,270,250,3,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8908001158862_230,hd-20200115-0731-11355-093-00000-000,PCRPCRFOG00000005,Fogg Marco Body Spray Deo (Men) 8908001158862_230,health_and_personal_care,33072000,In State GST 18 %,GST-18,230,209,2,3
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8908001158862_230,hd-20200115-0731-11355-093-00000-000,PCRPCRFOG00000005,Fogg Marco Body Spray Deo (Men) 8908001158862_230,health_and_personal_care,33072000,In State GST 18 %,GST-18,230,209,2,1
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901023019906,hd-20200115-0731-13933-093-00000-000,HGSHARGEX00000001,Godrej Expert Rich Crème Hair Colour 20 gm+20 ml Natural Brown 8901023019906,health_and_personal_care,33059040,In State GST 18 %,GST-18,30,29,12,10
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901652141597,hd-20200116-1605-03169-093-00000-000,BICSNKPRI00000001,Priyagold Italiano Coconut Cookies 75 gm 8901652141597,processed_food,19053100,In State GST 18 %,GST-18,35,17,10,8
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901396113003_93,hd-20200208-0403-04098-093-00000-000,HOKHOKLIZ00000046,Lizol Disinfectant Floor Cleaner Floral 500 ml 8901396113003_93,home_and_kitchen,38089400,In State GST 18 %,GST-18,93,80.82,8,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901030397943_410,hd-20200619-0710-02248-093-33KFL-000,TNCBNCRED00000006,"Brooke Bond Red Label, 1 Kg 8901030397943_410",beverage_and_confectionary,9023020,In State GST 5 %,GST-5,410,385,2,4
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8906104710628_50,hd-20200626-1106-05571-093-33KFL-000,PKPPROEVR00000005,Everin Soya Soya Sauce 200 Gm 8906104710628_50,processed_food,2103,In State GST 12 %,GST-12,50,30,3,
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8908003634036_125,hd-20200626-1106-18664-093-33KFL-000,HPCHPCGDA00000001,Gainda Hand Sanitizer 250 Ml 8908003634036_125,health_and_personal_care,30049099,In State GST 18 %,GST-18,125,62.5,8,2
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901414000216_95,hd-20200629-0638-05919-093-33KFL-000,NKMPROBIK00000015,Bikano Boondi 400Gm 8901414000216_95,processed_food,21069099,In State GST 12 %,GST-12,95,90.25,5,7
"PepperTap (Gram Mart, Chipyana)",hd-20200723-1347-42117-093-33KFL-000,8901648091325_50,hd-20200703-1310-09819-093-33KFL-000,BRDBRDMDY00000002,Mother Dairy Butter 100Gm 8901648091325_50,breakfast_dairy,4050000,In State GST 12 %,GST-12,50,48,5,8
