Warehouse ID,Product Name,SKU,Expiry Date,Bin ID,Normal Quantity,Damaged Quantity,Expired Quantity,Missing Quantity
34426,"Tata Tea Premium, 500 Gm",TNCBNCTTE00000037,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Red Label Leaf, 500 gm",TNCBNCRED00000013,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Eno lemon Flav 5gm,OTCDGOENO00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Parle Melody Chocolaty 391 Gm,CONCONPAR00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Cadbury Five Star Chocolate Bar 40 gm,CHOBNCFIV00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,BRU COFFEE GOLD PP 50g,TNCBNCHUL00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Coke,  250 ml",BEVBEVCOC00000004,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Red Label Tea, 250 Gm",TNCBNCRED00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Nescafe Sunrise Pouch, 50 gm",TNCPDMNCF00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Lotte choco pie 336gm,CHCCNFLOT00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Maaza - Tetra, 150 ml",BEVBEVMAZ00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Mountain Dew Can 300 ml,BNCBNCMDE00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Snickers Chocolate Bar, 50 gm",CHOBNCMAR00000003,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Amul Butter 100 Gm,BFDSNGAMU00000005,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Kelloggs Chocos 250 Gm,PROPROKEL00000008,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Saffola Masala Oats Veggie Twist - 39 gm (MRP-15),BREBRESOA00000006,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Saffola Masala Oats Peppy Tomato 500 gm,BREBREMAR00000002,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Quaker Oats, 200 g Pouch",PLBSNGRAJ00000047,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Amul Butter 500 Gm,BFDSNGAMU00000006,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Kelloggs Chocos 125 gm,BFDSNGKEL00000012,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,"Mohuns Cornflakes Poly Bag, 500 gm",BFDSNGMOH00000001,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Kelloggs Muesli With Nuts Delight,BKCBKCKEL00000013,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Head & Shoulders Silky Black 180 ml,SHMHARHNS00000011,01/01/2024,V2VZ01SR001-0001,500,0,0,0
34426,Johnsons Buds 75N,BGMHPCJNJ00000011,01/01/2024,V2VZ01SR001-0001,500,0,0,0
